"iid","time","origin","airline","aircraft","flightPhase","impact","cond","aid"
252897,"8/7/2007","Kansas","NETJETS AVIATION","C-560","inflight","0","2","194"
250796,"8/7/2007","Texas","AMERICAN AIRLINES","MD-82","inflight","0","1","2"
250870,"8/7/2007","California","AMERICAN AIRLINES","B-757-200","inflight","0","1","185"
245926,"8/7/2007","California","SOUTHWEST AIRLINES","B-737-300","takeoff","0","3","40"
250812,"8/7/2007","Tennessee","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","19"
247868,"8/7/2007","N/A","UPS AIRLINES","B-767-300","inflight","1","1","848"
246767,"8/8/2007","New York","SOUTHWEST AIRLINES","B-737-700","landing","0","1","109"
243217,"8/8/2007","N/A","UPS AIRLINES","B-757-200","inflight","0","3","382"
249361,"8/8/2007","Illinois","UPS AIRLINES","B-757-200","inflight","0","2","614"
249834,"8/8/2007","California","UPS AIRLINES","B-767-300","inflight","0","1","11"
249862,"8/8/2007","Hawaii","BUSINESS","SHORTS 360","takeoff","0","2","232"
249710,"8/8/2007","Florida","BUSINESS","RKWLTRBO 690","takeoff","0","2","141"
252899,"8/8/2007","North Dakota","PINNACLE","CL-RJ100/200","takeoff","0","3","400"
243110,"8/8/2007","Connecticut","BUSINESS","LEARJET-31","takeoff","0","2","159"
248927,"8/8/2007","Hawaii","HAWAIIAN AIR","B-717-200","inflight","0","2","232"
247525,"8/8/2007","Arizona","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","18"
249806,"8/8/2007","Ohio","ASTAR AIR CARGO","B-727-200","inflight","0","1","151"
253698,"8/8/2007","Florida","SPIRIT AIRLINES","A-319","takeoff","0","2","21"
247806,"8/8/2007","Michigan","NORTHWEST AIRLINES","A-319","landing","0","3","38"
248178,"8/8/2007","Ohio","COMMUTAIR","DHC8 DASH 8","inflight","0","1","34"
248928,"8/8/2007","Ohio","NETJETS AVIATION","CITATION X","inflight","0","2","51"
248760,"8/8/2007","New York","CONTINENTAL AIRLINES","B-737-800","landing","0","2","109"
248578,"8/8/2007","Minnesota","NORTHWEST AIRLINES","DC-9","takeoff","0","1","26"
247419,"8/8/2007","Minnesota","NORTHWEST AIRLINES","DC-9","takeoff","0","1","26"
250461,"8/8/2007","Tennessee","US AIRWAYS*","A-319","takeoff","0","2","19"
248031,"8/9/2007","South Dakota","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","360"
251828,"8/9/2007","Iowa","COMAIR AIRLINES","CL-RJ100/200","landing","0","3","111"
249360,"8/9/2007","North Dakota","BUSINESS","PA-28","inflight","0","1","371"
252572,"8/9/2007","Ohio","ASTAR AIR CARGO","B-727-200","inflight","0","1","151"
246419,"8/9/2007","Nebraska","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","95"
251059,"8/9/2007","Connecticut","SKYWEST AIRLINES","CL-RJ100/200","landing","0","2","135"
247475,"8/9/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","138"
254934,"8/9/2007","Missouri","NORTHWEST AIRLINES","DC-9-50","takeoff","0","2","16"
248034,"8/9/2007","Indiana","KITTY HAWK AIR CARGO","B-727-200","landing","0","3","101"
251334,"8/9/2007","California","FRONTIER AIRLINES","A-319","inflight","0","2","107"
249671,"8/10/2007","N/A","UPS AIRLINES","A-300","takeoff","0","2","345"
249673,"8/10/2007","Virginia","UPS AIRLINES","B-757-200","inflight","0","2","216"
251651,"8/10/2007","Tennessee","MESABA AIRLINES","SAAB-340","landing","0","1","77"
251652,"8/10/2007","Minnesota","MESABA AIRLINES","SAAB-340","inflight","0","2","26"
252494,"8/10/2007","Pennsylvania","SOUTHWEST AIRLINES","B-737-700","inflight","0","3","52"
251124,"8/10/2007","California","AMERICAN AIRLINES","MD-82","inflight","0","1","96"
249234,"8/10/2007","Ohio","SHUTTLE AMERICA","EMB-170","inflight","0","2","94"
250997,"8/10/2007","Arizona","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","395"
251868,"8/10/2007","Massachusetts","BUSINESS","C-402","inflight","1","3","408"
247817,"8/11/2007","Iowa","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","131"
251095,"8/11/2007","Indiana","COMMUTAIR","BE-1900","inflight","0","1","378"
247472,"8/11/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","183"
247818,"8/11/2007","North Carolina","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","80"
249786,"8/11/2007","Oregon","AMERICAN AIRLINES","MD-83","landing","0","1","48"
247828,"8/12/2007","Indiana","CHAUTAUQUA AIRLINES","EMB-135","takeoff","0","1","101"
247752,"8/12/2007","Minnesota","BUSINESS","CL-600","inflight","0","1","25"
249149,"8/12/2007","N/A","DELTA AIR LINES","MD-88","inflight","0","2","603"
247491,"8/12/2007","Maine","JETBLUE AIRWAYS","A-320","landing","0","1","191"
248705,"8/12/2007","Ohio","SHUTTLE AMERICA","EMB-170","inflight","0","1","94"
248777,"8/12/2007","North Carolina","BUSINESS","BE-400 BJET","inflight","1","2","341"
247829,"8/12/2007","Kentucky","CHAUTAUQUA AIRLINES","EMB-135","inflight","0","1","47"
247418,"8/12/2007","Ohio","AMERICAN AIRLINES","MD-82","inflight","0","1","116"
249400,"8/13/2007","West Virginia","PSA AIRLINES","CL-RJ100/200","landing","0","2","137"
250819,"8/13/2007","Texas","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","84"
250170,"8/13/2007","New York","US AIRWAYS*","A-319","inflight","0","2","109"
251128,"8/13/2007","Wisconsin","FEDEX EXPRESS","B-727-200","takeoff","0","2","97"
250540,"8/13/2007","Connecticut","NORTHWEST AIRLINES","DC-9-50","landing","0","2","135"
251138,"8/13/2007","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","40"
249496,"8/13/2007","North Carolina","SOUTHWEST AIRLINES","B-737-700","landing","0","2","80"
251716,"8/13/2007","Kentucky","DELTA AIR LINES","B-737-800","landing","0","2","44"
249113,"8/14/2007","Ohio","CONTINENTAL AIRLINES","B-757-300","takeoff","0","3","34"
246205,"8/14/2007","Nevada","US AIRWAYS*","B-757-200","inflight","0","1","65"
250748,"8/14/2007","Kentucky","UPS AIRLINES","B-767-300","inflight","0","1","47"
249524,"8/14/2007","Missouri","BUSINESS","BA-125-800","inflight","0","1","125"
246343,"8/14/2007","Ohio","AIR WISCONSIN AIRLINES","CL-RJ100/200","inflight","0","2","94"
252876,"8/14/2007","New York","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","109"
247510,"8/14/2007","Washington","JETBLUE AIRWAYS","A-320","inflight","0","1","4"
247975,"8/14/2007","New York","JETBLUE AIRWAYS","A-320","landing","0","1","108"
246110,"8/14/2007","Arizona","US AIRWAYS*","A-320","landing","0","2","18"
248896,"8/14/2007","California","BUSINESS","BE-90  KING","inflight","1","1","655"
247007,"8/14/2007","Indiana","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","101"
247854,"8/15/2007","New York","BUSINESS","PA-28","inflight","0","2","900"
248657,"8/15/2007","Michigan","NORTHWEST AIRLINES","A-320","landing","0","3","38"
248138,"8/15/2007","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","11"
249038,"8/15/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","138"
248418,"8/15/2007","New York","COMAIR AIRLINES","CL-RJ100/200","inflight","0","2","1"
249543,"8/15/2007","Illinois","ABX AIR","DC-9","landing","0","3","87"
250333,"8/15/2007","Florida","SOUTHWEST AIRLINES","B-737-700","landing","0","2","21"
251381,"8/15/2007","Utah","JETBLUE AIRWAYS","A-320","inflight","0","2","92"
250467,"8/15/2007","Connecticut","UPS AIRLINES","B-757-200","landing","0","2","135"
248861,"8/15/2007","Connecticut","NORTHWEST AIRLINES","A-320","inflight","0","2","135"
248403,"8/16/2007","Oklahoma","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","369"
248567,"8/16/2007","Florida","SOUTHWEST AIRLINES","B-737-300","landing","0","1","21"
250920,"8/16/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","138"
249622,"8/16/2007","Utah","SKYWEST AIRLINES","CL-RJ900","takeoff","0","1","92"
251293,"8/16/2007","Louisiana","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","124"
247537,"8/16/2007","Oregon","SKYWEST AIRLINES","EMB-120","inflight","0","3","48"
249157,"8/16/2007","Massachusetts","BUSINESS","C-402","inflight","0","3","408"
249455,"8/16/2007","Texas","BUSINESS","BE-36","inflight","1","3","365"
247126,"8/16/2007","New York","BUSINESS","BE-400 BJET","landing","0","2","349"
250060,"8/16/2007","Kentucky","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","245"
248709,"8/17/2007","South Dakota","SKYWEST AIRLINES","CL-RJ100/200","landing","0","2","360"
250030,"8/17/2007","New York","US AIRWAYS*","B-737-300","inflight","0","1","106"
249159,"8/17/2007","Utah","SKYWEST AIRLINES","CL-RJ900","inflight","0","2","92"
247496,"8/17/2007","Indiana","TRADEWINDS AIRLINES","A-300","takeoff","0","3","46"
250571,"8/17/2007","N/A","ABX AIR","B-767-200","inflight","0","3","901"
248478,"8/17/2007","Kentucky","BUSINESS","C-500","inflight","0","2","245"
251070,"8/17/2007","Kentucky","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","1","245"
248710,"8/17/2007","Utah","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","3","92"
248587,"8/18/2007","Pennsylvania","NORTHWEST AIRLINES","A-320","inflight","0","1","52"
244626,"8/18/2007","Kentucky","COMAIR AIRLINES","CL-RJ100/200","landing","0","1","44"
250705,"8/18/2007","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","107"
247861,"8/18/2007","Illinois","UNITED AIRLINES","B-737-300","landing","0","3","12"
249995,"8/18/2007","Tennessee","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","19"
248585,"8/18/2007","Indiana","MESA AIRLINES","CL-RJ700","landing","0","2","378"
251659,"8/18/2007","Florida","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","21"
248229,"8/18/2007","Oklahoma","AMERICAN AIRLINES","MD-83","takeoff","0","3","369"
249581,"8/18/2007","California","BUSINESS","BE-300 KING","takeoff","0","1","446"
247702,"8/19/2007","Pennsylvania","PIEDMONT AIRLINES","DHC8 DASH 8","inflight","0","3","52"
247703,"8/19/2007","Missouri","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","2","16"
247053,"8/19/2007","Oklahoma","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","2","369"
245154,"8/19/2007","Indiana","BUSINESS","RKWLTRBO 690","inflight","0","3","101"
245952,"8/19/2007","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","31"
247759,"8/19/2007","Pennsylvania","USA 3000","A-320","landing","0","3","121"
247866,"8/19/2007","Wisconsin","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","2","97"
248228,"8/20/2007","Pennsylvania","AIRTRAN AIRWAYS","B-717-200","inflight","0","3","121"
245132,"8/20/2007","North Carolina","US AIRWAYS*","A-319","takeoff","0","1","80"
248832,"8/20/2007","Pennsylvania","AIRTRAN AIRWAYS","B-737-700","takeoff","0","3","52"
251102,"8/20/2007","Pennsylvania","US AIRWAYS*","A-330","inflight","0","3","52"
251357,"8/20/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","182"
251034,"8/20/2007","Ohio","AMERICAN EAGLE AIRLINES","EMB-135","landing","0","3","34"
249787,"8/20/2007","Pennsylvania","BUSINESS","LEARJET-35","landing","1","3","902"
246663,"8/20/2007","Oregon","ALASKA AIRLINES","B-737-400","landing","0","2","48"
249744,"8/21/2007","Iowa","AMERICAN EAGLE AIRLINES","EMB-135","inflight","0","1","131"
246162,"8/21/2007","Illinois","UPS AIRLINES","B-757-200","takeoff","0","2","353"
250528,"8/21/2007","Florida","HOP-A-JET","CL-601/604","inflight","0","2","236"
248993,"8/21/2007","Nebraska","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","2","204"
245131,"8/21/2007","Missouri","SKYWAY AIRLINES","DORNIER 328J","inflight","0","2","125"
248494,"8/21/2007","Ohio","BUSINESS","DA-900","landing","0","3","261"
249745,"8/21/2007","New York","US AIRWAYS*","A-320","inflight","0","3","1"
252213,"8/21/2007","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","107"
245713,"8/21/2007","New York","AMERICAN AIRLINES","A-300","takeoff","0","3","108"
249844,"8/21/2007","New Jersey","BUSINESS","BA-125-800","landing","1","3","73"
249243,"8/21/2007","Colorado","FRONTIER AIRLINES","A-319","inflight","0","2","61"
249918,"8/21/2007","Oregon","FRONTIER AIRLINES","A-319","inflight","0","3","48"
247619,"8/22/2007","California","UNITED AIRLINES","A-320","landing","0","1","11"
251522,"8/22/2007","Arizona","BUSINESS","PILATUS PC12","landing","0","1","531"
248666,"8/22/2007","Kentucky","BUSINESS","DA-50 FALCON","inflight","0","1","245"
245362,"8/22/2007","New York","DELTA AIR LINES","B-737-800","takeoff","0","3","108"
251302,"8/22/2007","Illinois","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","138"
248106,"8/22/2007","Texas","US AIRWAYS*","B-757-200","landing","0","2","2"
251335,"8/22/2007","Kentucky","BUSINESS","C-550","takeoff","0","1","347"
245361,"8/22/2007","New Jersey","COMAIR AIRLINES","B-737-500","inflight","0","3","23"
251364,"8/23/2007","Illinois","UPS AIRLINES","B-757-200","takeoff","0","2","614"
251314,"8/23/2007","New Jersey","US AIRWAYS*","B-737-300","landing","0","3","23"
248566,"8/23/2007","Nevada","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","65"
251441,"8/23/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","2","59"
249196,"8/23/2007","California","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","11"
249197,"8/23/2007","Louisiana","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","124"
247240,"8/23/2007","Indiana","AIR WISCONSIN AIRLINES","CL-RJ100/200","takeoff","0","2","46"
249030,"8/23/2007","Indiana","AMERICAN AIRLINES","MD-82","takeoff","0","2","46"
253228,"8/23/2007","Florida","BUSINESS","C-310","inflight","1","1","31"
253105,"8/23/2007","Colorado","FRONTIER AIRLINES","A-319","inflight","1","2","61"
252020,"8/24/2007","Virginia","BUSINESS","SOCATA TB-10","inflight","0","1","82"
251463,"8/24/2007","N/A","UPS AIRLINES","B-767-300","takeoff","0","1","903"
250409,"8/24/2007","Illinois","SHUTTLE AMERICA","EMB-170","takeoff","0","3","12"
246823,"8/24/2007","Texas","AMERIFLIGHT","SA227 AC METRO III","takeoff","0","3","251"
251259,"8/24/2007","Texas","SOUTHWEST AIRLINES","B-737-300","landing","0","1","59"
251258,"8/24/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","128"
250202,"8/24/2007","Illinois","AMERICAN AIRLINES","MD-82","landing","0","3","12"
251715,"8/24/2007","Michigan","NORTHWEST AIRLINES","A-320","takeoff","1","2","63"
248880,"8/24/2007","Nebraska","FRONTIER AIRLINES","A-319","inflight","0","1","95"
250630,"8/24/2007","North Carolina","AIRNET EXPRESS","B-737-400","inflight","0","2","43"
246859,"8/24/2007","Puerto Rico","AMERICAN AIRLINES","A-300","takeoff","0","2","263"
248862,"8/25/2007","Kentucky","UPS AIRLINES","A-300","inflight","0","1","47"
249553,"8/25/2007","South Carolina","PSA AIRLINES","CL-RJ700","inflight","0","2","114"
248207,"8/25/2007","Colorado","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","61"
253386,"8/25/2007","Alabama","SOUTHWEST AIRLINES","B-737-300","landing","0","1","29"
246866,"8/25/2007","Oklahoma","SOUTHWEST AIRLINES","B-737-500","inflight","0","1","369"
247036,"8/25/2007","Nebraska","US AIRWAYS*","A-320","takeoff","0","1","95"
248954,"8/25/2007","Texas","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","1","2"
248164,"8/25/2007","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","1","2","68"
248514,"8/25/2007","New Hampshire","GOVERNMENT","DA-20 FALCON","landing","0","2","55"
245739,"8/25/2007","Colorado","FRONTIER AIRLINES","A-319","landing","0","1","61"
249680,"8/25/2007","New Hampshire","SKYBUS AIRLINES","A-319","takeoff","0","2","55"
252917,"8/26/2007","Ohio","AMERICAN EAGLE AIRLINES","EMB-135","takeoff","0","1","116"
249064,"8/26/2007","Illinois","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","12"
248967,"8/26/2007","Georgia","US AIRWAYS*","B-737-300","inflight","0","3","56"
254932,"8/26/2007","Pennsylvania","FEDEX EXPRESS","LEARJET-45","inflight","0","1","121"
248268,"8/26/2007","New York","US AIRWAYS*","A-319","inflight","0","2","434"
245418,"8/26/2007","Puerto Rico","AMERICAN AIRLINES","A-300","inflight","0","1","263"
250207,"8/26/2007","Michigan","NORTHWEST AIRLINES","B-757-200","takeoff","0","2","38"
247640,"8/26/2007","Virginia","SKYBUS AIRLINES","A-319","inflight","0","1","216"
247924,"8/26/2007","Florida","SPIRIT AIRLINES","A-319","inflight","0","2","21"
250205,"8/26/2007","New York","JETBLUE AIRWAYS","A-320","takeoff","0","2","108"
249169,"8/26/2007","Minnesota","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","1","1","26"
251792,"8/27/2007","Minnesota","SKYWEST AIRLINES","CL-RJ900","inflight","0","2","26"
250040,"8/27/2007","South Carolina","AIRTRAN AIRWAYS","B-717-200","takeoff","0","3","114"
246608,"8/27/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","128"
247877,"8/27/2007","Alaska","FLIGHT OPTIONS","BE-400 BJET","inflight","0","1","208"
249470,"8/27/2007","Pennsylvania","UNITED AIRLINES","B-737-300","inflight","0","1","121"
245930,"8/27/2007","Utah","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","92"
252879,"8/27/2007","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","107"
246474,"8/27/2007","Florida","DELTA AIRELITE BUSINESS JETS","LEARJET-45","landing","0","2","168"
249195,"8/28/2007","Missouri","TRANS STATES AIRLINES","EMB-145","inflight","0","1","125"
249885,"8/28/2007","Kentucky","UPS AIRLINES","A-300","inflight","0","1","47"
244264,"8/28/2007","Colorado","SKYWEST AIRLINES","CL-RJ700","landing","0","3","100"
244265,"8/28/2007","Florida","SOUTHWEST AIRLINES","B-737-700","landing","0","2","31"
248095,"8/28/2007","Louisiana","SOUTHWEST AIRLINES","B-737-700","takeoff","1","2","124"
252874,"8/29/2007","Hawaii","ALOHA AIRLINES","B-737-200","takeoff","0","2","57"
249128,"8/29/2007","California","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","629"
248062,"8/29/2007","Hawaii","ALOHA AIRLINES","B-737-200","inflight","0","2","57"
248109,"8/29/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","2","59"
248971,"8/29/2007","Michigan","NORTHWEST AIRLINES","DC-9","landing","0","1","38"
250171,"8/30/2007","Illinois","UNITED AIRLINES","B-777-200","takeoff","0","2","12"
251515,"8/30/2007","Oregon","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","48"
246956,"8/30/2007","Colorado","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","2","100"
253000,"8/30/2007","Missouri","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","125"
252485,"8/30/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","2","59"
249054,"8/30/2007","New Mexico","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","118"
248728,"8/30/2007","Illinois","AMERICAN AIRLINES","MD-82","takeoff","0","2","12"
249956,"8/30/2007","Massachusetts","BUSINESS","C-152","inflight","0","2","276"
248933,"8/31/2007","Pennsylvania","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","52"
246585,"8/31/2007","Florida","BUSINESS","PA-32","landing","0","2","168"
249465,"8/31/2007","Minnesota","NORTHWEST AIRLINES","A-320","landing","0","1","26"
246573,"8/31/2007","Kentucky","UPS AIRLINES","A-300","inflight","0","2","47"
253097,"8/31/2007","Kentucky","UPS AIRLINES","B-757-200","inflight","0","2","47"
252734,"8/31/2007","Texas","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","59"
249326,"8/31/2007","Florida","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","85"
246536,"8/31/2007","Florida","ALLEGIANT AIR","MD-82","inflight","0","2","10"
252196,"8/31/2007","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","11"
246579,"8/31/2007","Florida","BUSINESS","PA-44 SEMINOLE","inflight","0","2","296"
253344,"9/1/2007","Mississippi","ATLANTIC SOUTHEAST","CL-RJ100/200","landing","0","1","147"
248828,"9/1/2007","Maryland","BUSINESS","GULFSTREAM V","takeoff","0","1","904"
249997,"9/1/2007","Connecticut","DELTA AIR LINES","MD-88","inflight","0","1","135"
249093,"9/1/2007","Colorado","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","61"
250752,"9/2/2007","Oklahoma","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","1","369"
249797,"9/2/2007","Arizona","JETBLUE AIRWAYS","A-320","inflight","0","1","395"
249953,"9/2/2007","Texas","SOUTHWEST AIRLINES","B-737-700","takeoff","0","2","183"
251322,"9/2/2007","Tennessee","FEDEX EXPRESS","DC-10-10","inflight","0","1","77"
251033,"9/2/2007","Maryland","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","68"
250034,"9/2/2007","New York","DELTA AIR LINES","MD-88","inflight","0","1","1"
247782,"9/3/2007","Minnesota","FRONTIER AIRLINES","A-319","inflight","0","1","26"
251874,"9/3/2007","Hawaii","ISLAND AIRLINES","DHC8 DASH 8","landing","0","2","328"
249110,"9/3/2007","Kentucky","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","47"
249971,"9/3/2007","Michigan","SPIRIT AIRLINES","A-319","landing","0","2","38"
251694,"9/3/2007","Michigan","PINNACLE","CRJ-440","landing","0","2","38"
248547,"9/3/2007","Illinois","AMERICAN AIRLINES","MD-80","inflight","0","2","12"
248194,"9/3/2007","Virginia","PRIVATELY OWNED","C-120/140","inflight","0","1","214"
252417,"9/4/2007","Texas","FRONTIER AIRLINES","A-319","landing","0","1","182"
249590,"9/4/2007","Nebraska","GOVERNMENT","CL-RJ100/200","landing","0","1","95"
250113,"9/4/2007","Texas","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","163"
250074,"9/4/2007","Alaska","PENAIR","SAAB-340","takeoff","0","3","144"
252869,"9/4/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","3","182"
249165,"9/4/2007","New York","AIR WISCONSIN AIRLINES","CL-RJ100/200","takeoff","0","2","109"
249268,"9/4/2007","Illinois","AMERICAN AIRLINES","MD-80","inflight","0","1","12"
247365,"9/4/2007","Washington","JAPAN AIRLINES","B-747-400","inflight","0","2","267"
248209,"9/4/2007","Oregon","BUSINESS","C-560","landing","0","2","48"
242899,"9/5/2007","Indiana","COMMUTAIR","DHC8 DASH 8","inflight","0","1","378"
250788,"9/5/2007","Colorado","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","takeoff","0","3","100"
251071,"9/5/2007","Florida","BUSINESS","C-152","inflight","1","1","905"
245292,"9/5/2007","Kentucky","CHAUTAUQUA AIRLINES","EMB-145","inflight","0","2","44"
250862,"9/6/2007","Kentucky","UPS AIRLINES","B-757-200","takeoff","0","3","47"
252907,"9/6/2007","South Dakota","BUSINESS AVIATION COURIER","SA227 AC METRO III","landing","0","3","360"
250465,"9/6/2007","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","229"
250400,"9/6/2007","Missouri","NORTHWEST AIRLINES","DC-9","inflight","0","1","125"
250943,"9/6/2007","New Jersey","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","2","23"
247972,"9/6/2007","California","HORIZON AIR","CL-RJ700","inflight","0","3","134"
249182,"9/7/2007","North Carolina","BUSINESS","BA-125-700","inflight","0","1","287"
252659,"9/7/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","128"
249893,"9/7/2007","Wisconsin","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","269"
253404,"9/7/2007","Missouri","FRONTIER AIRLINES","A-319","inflight","0","2","125"
248400,"9/7/2007","North Dakota","BUSINESS","PA-28","inflight","0","2","371"
251397,"9/7/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","1","182"
250829,"9/7/2007","Florida","BUSINESS","CIRRUS SR 20/22","takeoff","0","2","10"
249183,"9/7/2007","Iowa","AMERICAN EAGLE AIRLINES","EMB-145","takeoff","0","2","111"
251730,"9/7/2007","California","ALASKA AIRLINES","B-737-700","inflight","0","1","185"
250424,"9/7/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","2","163"
248829,"9/7/2007","Wisconsin","PINNACLE","CL-RJ100/200","inflight","0","2","379"
248965,"9/8/2007","Missouri","FRONTIER AIRLINES","A-319","inflight","0","1","16"
248193,"9/8/2007","Iowa","BUSINESS","MOONEY-20J","inflight","0","1","111"
249085,"9/8/2007","New Hampshire","SOUTHWEST AIRLINES","B-737-700","landing","0","2","190"
249291,"9/8/2007","Arizona","UNITED AIRLINES","A-320","inflight","0","1","18"
245226,"9/8/2007","New York","SOUTHWEST AIRLINES","B-737-700","takeoff","0","3","109"
252496,"9/8/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","138"
249086,"9/8/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","128"
247013,"9/8/2007","Utah","JETBLUE AIRWAYS","A-320","inflight","0","1","92"
249392,"9/8/2007","Pennsylvania","DELTA AIR LINES","MD-88","landing","1","3","121"
249479,"9/8/2007","Washington","JAPAN AIRLINES","B-747-400","inflight","0","1","267"
250389,"9/8/2007","Florida","SPIRIT AIRLINES","A-321","inflight","0","1","58"
252885,"9/9/2007","Pennsylvania","US AIRWAYS*","B-737-300","landing","0","3","121"
249793,"9/9/2007","North Dakota","BUSINESS","PA-28","inflight","0","2","371"
248134,"9/9/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","128"
247415,"9/9/2007","Missouri","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","125"
252454,"9/9/2007","Wisconsin","FRONTIER AIRLINES","A-319","takeoff","0","3","97"
242077,"9/10/2007","Kentucky","UPS AIRLINES","MD-11","inflight","0","1","47"
251636,"9/10/2007","Texas","SOUTHWEST AIRLINES","B-737-300","landing","0","1","59"
248493,"9/10/2007","Illinois","ALLEGIANT AIR","MD-83","landing","0","2","353"
249458,"9/10/2007","Massachusetts","DELTA AIR LINES","MD-88","takeoff","0","3","60"
247583,"9/10/2007","Ohio","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","94"
251402,"9/10/2007","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","3","68"
247323,"9/10/2007","Ohio","CITATIONAIR","C-560","landing","0","2","427"
242735,"9/10/2007","Oregon","SOUTHWEST AIRLINES","B-737-300","landing","0","1","48"
248144,"9/10/2007","Oklahoma","BUSINESS","C-172","inflight","0","3","222"
247896,"9/10/2007","Oklahoma","BUSINESS","C-152","inflight","0","3","222"
248895,"9/11/2007","California","BUSINESS","RAYTHEON 390","landing","0","1","697"
250798,"9/11/2007","Pennsylvania","PSA AIRLINES","CL-RJ700","inflight","0","1","133"
252200,"9/11/2007","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
253887,"9/11/2007","Michigan","PRIVATELY OWNED","CIRRUS SR 20/22","inflight","0","1","635"
